Review	Label
바로 상담원으로 연결이 안 되고 화면상으로 연결하는 게  어렵다	12
전화 시 신속하고 빠르게 연결되었으면 좋겠습니다 또 상담원이 좀 더 친절했으면 합니다	1
너무 친절하셨어요 너무 감사드립니다	1
주말 상담원 연결 서비스 너무 좋습니다	2
친절한 응 다 감사합니다 	1
다 카드사도 마찬가지지만 상담원과의 통화하기 전 기다리는 시간이 너무 길어요	2
상담해주신 직원분 께 감사합니다	21
신한은행의 상담사에게 모바일 통한 추가 계좌 계설을 문의한 적이 있었는데  정말 친절하게 너무 성심성의껏 상담해주셔서 감동한 적이 있었다  전화 한 통화로 신한은행사의 좋은 기억만 계속 남게 된 사례 	21
친절하게 상담해주셔 감사합니다	1
친절하게 상담해주셔서 감사합니다   	1
친절 감사	1
상담 감사합니다	21
친절하시고 감사했습니다	1
친절한 상담 감사합니다  	1
친절한 상담 감사합니다    	1
친절함 예 감사드립니다	1
고객이 필요한  상담을 빠르고 정확한 처리를 해주신 감사하겠습니다	1
상담사 연결은 제일 먼젓번으로 하세요 몐트로햇으면고맙겟읍니다	12
타 회사에서는 친근하게 답변 주셔서 상담도 편하게 느껴지고 상담 끝나고도 좋았던 것 같습니다	21
정확한 홈페이지 안내가 부족함	12
ARS 지동 응답 불필요한 안내 축소 상담직원과 빠른 연결을 원합니다  추석 연휴 잘 보내세요	2
바로 보는 화면 서비스	0
상담직원과 빠른 속도로  연결이 되길 원합니다	2
연결하는 대기시간 너무 길다	2
연회비 면제 카드로 알고 사용했는데 연회비를 슬쩍 청구하네요    참나  	9
친절하게 상담해주어 감사합니다	1
오늘도 좋은 하루요	21
상담원의 통화를 원할 때 너무 시간이 많이 걸려요	2
친절 감사합니다	1
상담 감사합니다 	21
친절하게 해주셔서 감사합니다	1
상담원과의 연결 시간이 너무 길다	2
상담원 통화대기시간이 오래 기다림	2
친절한 상담 감사드려요 	1
최선을 다하시고 몸 건강하세요	21
지금껏 상담사들 중 말투가 제일 기분 나빴음   	1
다른 카드사 직원은 친절하십니다	21
연결되기까지 가 시간이 너무 길다	2
통화대기시간이 매우길다	2
고맙고 친절했습니다 감사합니다 	1
친절하십니다 감사합니다 	1
고객도 존댓말 하는데 상담원이 반말 투어로 상담함 굉장히 기분 나쁨 뭔 생각으로 저러는지 알 수 없음	1
친절한 상담 감사합니다  	1
상담  내용 빨 라 처리되었음 합니다	1
친절해서 감사	1
친절하게 상담해주셔서 감사합니다  이 세 롬니	1
상담원 연결까지 안 내가 너무 복잡합니다 디지털 서비스는 불편하고요	12
좀 더 친절하게 대해주셨으면 해요 형식적인 느낌이 강했어요 	1
상담직원이 질문의 이해도가 부족함	1
고마워요	21
통화대기시간이 넘길다	2
고마워요 항시 친	21
친절한 상담 감사드려요  	1
친절하고 속도감 있어 감사	1
고객이야기의 공감 다이슨 고객센터 	21
친절한 상담 감사합니다  	1
안내사항 설명하는 방법을 개선했으면 함	1
상담원 연결까지 대기시간이 너무 길어요	2
OOO 님의 친절에 감사드립니다   	1
친절상담해주셔서 감사하네요	1
스마트폰 상단 터치해서 화면 나오는 방식 편하지 않습니다 불편해요	12
상담원과 연결되는 대기시간이 너무 길음	2
자세하게 설명해주기	1
골드회원에 대한 상담 서비스 우대	2
상담원의 기분에 따라 회사마다 거의 비슷  전에 오랜 기간이 명했다가 한동안 쉬었는데    다시 쓰게 되어 기대를 해본다 삼성에 불만이 없었는데     꼼수 안 부리는 회사이길 바란다	20
삼성전자 부장님 친절하게 설명해주셔서 감사드립니다 김치냉장고 구입하였습니다	21
24시간 콜센터 아주 만족합니다	2
엘지유플러스 직원의 친절함 적극성   	21
화면 보기 서비스 안 하게 해주세요 화면 보기 상담 서비스를 중요합니다 멘트 나올 때까지 대기하는 것 불편해요	12
디지털 안내 제한	12
좀 더 고객의 입장에서 응대해주시길	1
ARS 화면 보고하는 서비스는 연결도 잘 안되고 너무 별로임 개선 필요	12
연회비가 비싸요	9
친절한 상담 감사드려요 	1
다른 제유 보험회사 전화 불미스럽습니다	16
친절하시네요 감사합니다  	1
롯데카드사는  친절하게도  방법을  알켜줍니다	21
통화대기시간 짤게 해주세요	2
화면 보면서 선택 불편	12
SKT 친절해요	21
카드 분실된 지 1분 만에 카드를 통해서 연락받아 바로 찾았어요 잃어버린지도 몰랐는데 감사합니다  	8
스마트폰 터치보다 먼저 음성 ARS가 되면 좋겠습니다  	12
3명 자동이체 건인데 LG텔레콤건은 바로 자동이체가 적부 되었다고 삼성카드에서 문자 온 더 SK텔레콤은 자동이체 신청을 먼저 했는데도 아직 문자가 안 오네요 결제 날짜는 넘었고요 SK 연락하니 자동이체 신청은 되었다고 하는데   상담사보다는 업무 쪽 문제인 거 같네요 	11
연회비 면제는 안 되나요	9
친절에  늘 감사하고 있습니다	1
하나은행은 친절히 잘 설명해줌	21
방금 상담받은 직원분 친절하지 않았습니다 좀 짜증이 느껴졌어요   	1
무이자 할부기간을 더 늘렸으면   	4
친절 감사	1
상담원 통화가 빠르게 연결이 되었으면 좋겠습니다	2
너무 친절하십니다   감사합니다 	1
친절해주셔 감사합니다	1
친절한 상담에 감사드려요	1
음성통화하기가  너무  불편해짐  화면 보고  눌러야 하고  누구를  위해서  이렇게  불편하게   만든 것임    화면 볼 거면   홈피 보지   누가 전화하겠음	12
정확한 안내와 신속한 처리 부족합니다 직원들 역량 강화로 전문적이고 책임지는 상담을 부탁합니다	1
연회비를 저렴하게요	9
대출 관련 마케팅 문자 권유 불쾌함	16
너무 친절해서 정말 감사했습니다	1
상담에 의한 정확한 답변이 아니었습니다 공부 많이 하시고 상담받으십시오	1
친절하게 상담해주셔서 감사합니다	1
언제나 친절상담 감사합니다	1
통화 대기시간이 짧았으면 좋겠습니다  	2
통화연결은 상담사랑 통화하고 싶기 때문에 전화를 한 건데 디지털 ars 터치하라고 시간 끄는 게 불편하다	12
ARS로 업무처리가 너무 번거롭다	12
친절하여 감사했습니다	1
친절한 상담 감사드립니다  	1
OOO 상담원 본인의 선입견으로 고객 응대를 하여 큰 불편을 줌	1
 감사하다고 할게요 응대	21
삼성 팬입니다   현제 만족합니다	20
무이자 할부 혜택 서비스를 제공해주시면 감사합니다	4
신속 정확이  필요합니다	1
OOO 상담원님 코로나 감염 조심하세요	21
다 카드사에서도  똑같은 상담을 받아봤었고 사용도 했었었는데 진심으로 고객의 입장을 들어주고 도와주려고 하고 친절하게 대하는 모습이 참 좋았었다	21
상담원 연결 대기 시간이 길지 않으면 합니다	2
친절하고 상냥하였습니다  감사합니다 	1
연회비가 저렴했으면  좋아요	9
무이자 혜택이 많아 잘 쓰고 있어요	4
화면을 이용한 서비스에 바로 상담원 연결 화면이 있었으면 좋겠음	12
한도 조정 맘대로 하지 마세요 사용자 동의를 얻어서 해야지 저 거들 맘대로 줄이고 지랄이야  	10
좀 더 친절한 말투로 얘기해주세요	1
문자로 화면 보고하는 서비스 에러가 납니다 수고하십시오	12
조금 더 친절했으면 좋겠네요	1
구경만 하고 가려고 했는데 친절하게 너무 설명을 잘 해주셔서 구매했습니다	21
친절 감사드려요	1
전화 이용 시 메인화면에 디지털 화면 어렵습니다	12
문의 내용에 대해 자세히 설명해주세요   	1
상담원과의 연결 시간이 너무 길고  통화하기가 너무 힘들어요	2
통신 3사  국민건강보험 등 회사가 상담을 친절  신속히 잘함    한번 비교해보세요	21
친절하세요 감사합니다  	1
신한 카드 상담 서비스가 더 친절하고 고객의 애로 사항을 해결하고자 노력합니다	21
친절한 상담에 감사합니다 	1
통화대기시간이 길다	2
너무 회사 위주이고 고객은 삼성동이다	20
신속 정확한 답변을 원함 질문 내용 정확하게 파악하기	1
친절한 상담 감사드립니다	1
친절하게 상담해주셔서 감사합니다  	1
삼성카드 연회비가 너무 바 쌉니다    	9
전화연결 시  대기시간이 길다	2
타 회사 카드는 더 친절하다	21
5번 질문 난해함  답할 내용이 없음	1
친절하게 상담해주셔서 감사합니다 	1
상담원이 고객이 말하는 걸 이해를 못 하고 두 번씩 새롭게 말을 해야  알아들음	1
상담직원과의 연결이 빠르게연결되면촣겠습니다	2
장기 단기 대출 상환을  앱에서 쉽게 할 수 있도록  보완해주세요  대출은 쉬운데 상환은 어렵게  해놓으셨어요	12
전화연결 시 디지털 ars 연결 외에도 상담원 연결을 바로 할 수 있었으면 좋겠습니다	12
타 회사는 신속하게 처리됩니다	21
친절상담 감사합니다	1
상담원 통화 대기시간이 너무 길다	2
친절 상담 감사드립니다	1
친절하게  해주셔  감사합니다	1
전화하면 바로 보이는 ARS로 넘어가는데 참 불편해요 음성 보이는 화면 둘 중 번호로 선택할 수 있었으면 좋겠어요	12
화면으로 볼 수 있어 너무 좋아요	12
친절하게 상담해주어서 감사했습니다	1
SK텔레콤도 노인 배려로 차분하고 이해 돕기에 최선을 다하고 있어요	21
포인트 적립이 더 높아지면   	4
문자서비스 편리하고 좋습니다  	11
화면으로 보는 디지털 ARS	0
통화   대기시간이   너무 길다	2
친절한 상담 너무 감사합니다	1
상담원과의 연결 시간이   길었습니다 	2
상담할 때도 친절하지 않다는 느낌이었는데 상담 후 수고하세요라고 인사하는데 상담사가 먼저 전화를 뚝 끊어버리시더라고요 삼성카드뿐 아니라 다른 곳에서 상담했을 때도 이런 경우가 없었는데 참 당황스러웠습니다	1
신속 정확해주세요	1
연회비는 낮추고 사용을 많이 하게 하는 전략으로 하십시오	9
무이자 할부 혜택이 왜 없나요	4
상담하려 하는  기다리는 시간    너무 길다	2
상담 연 거 바로 되어서 마우 만족	2
상담하실 때 목소리 예쁘게 내려고 하기보단 발음을 정확하게 해주시는 게 좋을 것 같아요 친절하게 해주시는 것도 너무 좋지만 마스크 착용하시고 그런 것 때문이 발음 좀 정확하게 해주시면 통화하기가 더 좋을 것 같습니다	1
연계된 제휴사  보험 안내 없는 카드사 돼주세요	16
화면 터치 싫어요 선택할 수 있게 해주세요	12
다른 카드사 상담 직원은 매우  친절한데 오늘  상담 직원은 최악의 상담사	1
신한이 훨씬 친절하네요  삼성을 주로 이용했었는데 괜히 그랬나 싶어요	21
터치 화면 어려움	12
주말임에도 불구하고 서비스를 받을 수 있다는 게 감동입니다 항상 감사합니다	2
상담원이 전문직식이 없는 것 같아서 교육을 받고 상담에 임하길 바란다	1
말투가 퉁명스럽고 친절한 말투가 아니라 기분 상 남	1
연회비가 없는 거는 없나요	9
친절하게 부탁합니다	1
역시 삼성입니다	20
다른 회사 직원들도 다 친절하게 받습니다	21
Sk텔레콤에서 쉬운 말 설명과 그리고 신속한 연결과 상담 내용 문자로 설명 좋았어요	21
국민카드 친절하고 서비스 최고입니다 삼성카드도 못지않고요	21
상담원 통화대기시간이 짧았으면  합니다	2
불만	21
친절에 감사드립니다  	1
역시 삼성은 이 나라 제일 기업입니다 감사하고 긍지를 느낍니다	20
상담직원대기시간이 짫았으면 한다	2
디지털로 한번 다시 통화 연결이 아니라 예전처럼 바로 통화연결되었으면 좋겠습니다 	12
카드 사용 시 포인트 적립이 적다고 생각됨	4
연결이 빠르고 등급에 따라 주말에도 상담이 가능해서 만족	2
친절상담 감사합니다 	1
너무 친절하셔서 감사합니다 	1
제가 홈쇼핑 상담원과 통화할 때 그 상담원은 다른 상담원에게 넘겨도 될법한 일도 본인 교육 때문에 자리를 비우게 되는 것까지 얘기해주며 상담에 최선을 다하는 모습에 큰 고마움을 느낀 적이 있습니다 그 직원이 엄청나게 친절한 말투는 아니었지만 고객을 대하는 마음이 느껴질 때 고객도 감동을 받는 것 같습니다 가끔 목소리만 하이 톤으로 하면 친절하는 줄 아는 상담사분들이 계셔서 말씀드립니다	21
BC카드 상담원이 상담이 꿑났는대 다시 전화가 와서 자세한 상담을 해주었다	21
신속함	21
너무 친절했습니다 감사합니다	1
SKT 전화상담 끝나고 나면 항상 문자가 날라오는데 상담했었던 내용에 대한 부분과 상담 요청자가 이야기했던 내용을 담아 친절하게 보내주는 문자가 엄청 감동적이었음	21
ARS 이용 시  안내하는 내용이 너무 길어서 끝까지 듣는 것이 힘들다  상담원과의 통화하고 싶어서 하는 전화인데  다른 안내 말이 너무 많고 길어서 힘들어요	12
다른 회사도 친절합니다	21
늘 만족하며 사용하고 있습니다  감사합니다 	20
더욱 친절하셨으면 좋켔습니다	1
친절하셔서 감사합니다 	1
친절한 상담  감사합니다 	1
친절하게 상담해주셔서 감사합니다    	1
상담 감사합니다	21
친절한 상담 감사드립니다 	1
고객의 입장에서 친절하게 설명 바랍니다	1
대기시간이 길다 상담사와 통화가 힘들다	2
친절 상냥 Sk텔레콤이 아주 편하게 상담해줍니다	21
상담원과의 연결이빨리되었으면감사힘니다	2
늘 친절하셔서 감사합니다	1
ars 연결 시 상담원 바로 연결하기가 불편합니다	12
상담원분이 친절하셨으면 좋겠네요	1
좀 더 친절했으면 좋겠음	1
상담원  전화 통화 대기 시간이 짧았으면 함	2
친절한 상담 감사합니다  	1
전체적으로 친절합니다 감사합니다	1
고객의 질문에 알기 쉽고 정확하게 설명해 주셨으면 감사하겠습니다 	1
챗봇상담은 원하는 메뉴가 잘 없습니다	12
영혼 있는 상냥함을 원합니다	1
연회비가 너무 비쌈	9
친절해서 감사합니다 	1
상담원이 영혼 있는 답변을 원합니다 진정성 없는 답변은 기분이 나빴요	1
가장 좋은 카드회사입니다	20
연결 시간 과다 	2
연회비 너무 비싸다	9
골드회원이라  전화연결을  빨리해주니  감사합니다	2
롯데카드 상담 시 바로바로 문제를 해결해주고 답변도 여러 가지 방법으로 알려준다	21
친절상담 감사요	1
Ars 화면 이용이 서툴러서 헤맺음	12
SKT 상담직원의 소비자 편에서 따져봐서 소비자에게 맞는 월 정액 추천 아주 고마웠다 	21
앱 카드 어플 이용이 어렵다	12
상담원과 연결까지 시간이 많이 걸린다	2
누르고 대기하지 않고 상담사 연결이 바로 되어 통화로 문의하고 끝났으면 좋겠습니다 	12
SKT 상담원들 짱 	21
친절한 상담  감사	1
상담 친절해주셔서 감사합니다	1
ARS 메뉴가 너무 많고 불필요한 안내 멘트가 길게 나온다 빠르게 일 처리해야 되는 상황에선 여간 성가시다 형식적인 업무라 하지 말고 급히 처리해야 되는 고객 입장에서 생각하라	12
친절한  상담 감사하였습니다	1
대출 상환도 앱에서 처리되도록 개선	12
힘들지만 조금 더 친절하게 설명을 해 주었으면 합니다 	1
안 기다리고  빨리 상담되었으면 좋겠다	2
친절하게 상담해주셔서 감사합니다 	1
끝가지 고객 입장에서 상실하게 답변을 해주시길 바랍니다	1
연회비 부담스러워요 무이자 할부 되는 곳 너무 제한적이어요 설사 삼성카드 무이자 할부가 할부가 되는데도 직원이 인지가 안 되어 있는 경우가 많아요	4
상담 감사	21
처음 걸자마자 보이는 ars라고 터치하는 거 data만 소비되고 별로네요	12
상담 내용에 맞게 적절한 대답이 해야 한다고 생각함	1
고객의 말을 정확하게 인지하고 정확한 대답해 주기를 바랍니다 고객이 상담원의 말을 이해 못 하는 것은 상담원의 응대가 미흡해서입니다 고객의 문의 내용이 한 가지 이상일 수 있으니 문의 사항을 끝까지 듣고 대답해 주세요	1
친절하여  감사합니다	1
연회비를 저렴하게 부탁드려요	9
상담 너무 감사했습니다	21
친절하고 감사했습니다 	1
상담원 연결 대기시간이 짧았으면 합니다	2
연결이 번거롭다	12
카드 취소되면 베네 포유 복지포인트 자동으로 복구시켜 주세요	14
모바일 화면 터치로 상담할 때 화면 화면으로 연결이 부자연스러워요	12
상담원 연결 대기시간이 짧아졌으면 좋겠어요	2
잘햇은데 친절이 좀 부족합니다	1
만족합니다 사용함에	20
유플러스 통신사는 매우 친절함 통화하고 나면 기분이 좋아집니다	21
좀 더 친절했으면 좋겠음	1
친절하게 상담을 해주어서 감사합니다	1
친절하게 응 다 말투 등등 듣는 사람이 불편함	1
삼성카드 전화해서 디지털로 연결될 때 상담원 연결이  없어 5분 이상 헤매고 이것저것 다 눌러봐도 상담원 연결이 안 돼 답답하네요 	12
친절하게 상담해주셔서 감사합니다	1
친절한 상담 감사합니다   	1
정확한 설명이 안 되어서 불편했다 상담원이 잘 모르는 것  같다 다시 다른 상담원과 통화 후 문제 해결을 도움받았다	1
고객에  입장에서 톤이나 상담을 해주셔야 한다고 생각됩니다 	1
처음부터 화면 ARS로 접근되는 것이 아니라 음성과 보이는 ars를 선택할 수 있게 해주심 좋을 것 같습니다	12
친절 감사합니다  	1
통화대기시간이 너무 길어요	2
ARS  멘트  문의하는 대답을 잘 알아듣지 못해 여러 번 시도했다	12
전화  연결을    빠른 시간에 연결  해면  합니다	2
해지 화면이 보이는 ars  등에도 있으면 좋을 듯	12
친절상담과 상담원에  친절에 대단히 감사합니다	1
연회비가 넘나 비싸요	9
주말과 공휴일에도 이용 가능하면 좋겠다	2
친절하게 상담해주셔서 감사합니다	1
상담원이 스크립트  읽으며 고객 응대하는 것이 부자연스럽고 친절하다는 느낌이 없음 	1
좀 더 친절하여 쓰면	1
상냥하고 친절했으면 좋겠습니다 	1
친절합니다  감사합니다 	1
친절하게 답해줘서 감사합니다	1
지금껏 상담받은 직원 중 최저네요 	1
상담원 연결 창도 바로 연결될 수 있게 해주세요  디지털로 바로 돼서 불편합니다	12
좀 더 친절했으면	1
다른 카드가 휠씬 친절했습니다	21
직원이 퉁명스러움	1
너무 친절해서 감사했어요	1
친절하셨어요 감사합니다	1
한도 올려주셔서 감사해요  잘 쓰고 잘 갚을게요	10
상담직원 교육 필요	1
너무 사무적으로  응대	1
SKT가 상담할 때 더 상냥하게 느껴져요 목소리에서도 미소가 느껴져요	21
친절하게 대해주셔셔 감사드립니다 	1
연회비가 비싸다	9
상담원 통화가너믜힘듬	2
친절합니다 감사합니다	1
문자상담이나 온라인 상담이 가능한 부분이 많아졌으면 좋겠습니다 	2
친절한 상담 감사했습니다 	1
통화대기시간 이 너무 길다	2
상담원과의 통화 대기시간이  짧았으면  좋겠음	2
Sk텔레콤 상담 직원들요 예전 경험인데요  진심으로 대화하는 느낌이 확실히 좋았던 기억이 있습니다	21
고객 말은 안 듣고 상담사 말만 함 예를 들면 질문을 하고 답변을 받은 후 확인차 다시 되물으면 다시 설명함 고객이 확인차 되물었을 때 답과 상담사가 다시 설명한 답은 똑같음 결론은 고객이 잘 이해한 게 맞는데 상담사는 틀렸단 식으로 다시 설명함	1
오늘은 상담이 좀 답답한 응대였습니다 	1
보는 ars 상담은  불편함 상담원  전화가  편함	12
홈쇼핑  심지어 지마켓  정도도 상담사가 목소리가 상냥하고 친절해서  상담하고 나면 기분이 좋습니다  그러나 삼성카드 상담사는 상담하고 나서  불쾌하고 기분이 매우 나빴습니다  	1
친절하게 상담해주셔서 감사합니다   	1
디지털 상담 없애라 너무 불편하다	12
친절상담 감사드립니다	1
다른 상담사에 비해 친절함 부족	1
친절한 상담 감사합니다	1
Talk 상담이 다시 생겼으면  	2
오늘은  기분 좋게 빨리 응답해주어서 감사합니다 보통 때는 십분 정도 걸려으요	2
친절에 감사드립니다 	1
주말상담에 감사합니다  	2
문의하는 내용을 정확하게 인지하고 확실한 딥이 필요함	1
아파트 관리비 납부자 번호 있으면 카드 납부 가능했으면 합니다	11
친절상담에 감 사하다	1
카드론 대출받은 거 상환이 앱에선 안되네요	12
친절에  감사드립니다	1
롯데는 참 친절 하드만요 	21
친절해서  감사했어요	1
고객이 정확하게 모르고 있는 부분을 직원도 정확하게 몰라서  상담이 도움이 되지 않았다	1
화면을 터치하며 상담하는 점	12
신한카드의 OOO 직원의 경우 야간 분실 신고 상담 시간이었음에도 신속하고 책임감 있게 본인의 일처럼 상담하고 일 처리해줌	21
연령대를 감안해서  화면 터치보다는  ars가  좋아요	12
친절  감사 	1
메리츠는 굉장히 친절합니다  고객을 소중히 여기는 듯  	21
친절하면 좋겠음	1
조금만 친절히 답해주시면 감사하겠습니다	1
친절한 상담 감사	1
회사 말씀은 드리지 않겠지만 중소회사지만 너무 친절하고  너무 쉽게 답변해주어  끝에 복 많이 받으시라는  이야기를  해준 적 있습니다	21
가장 최고로 좋은 점은 빠른 음성통화 연결 폰 화면에  터치 화면이 같이 뜨는 것이  타사에 비해 압도적인 편리함	12
카드 이용내역 1년 넘은 부분을 앱에서도 확인할 수 있었으면 좋겠습니다	12
디지털 상담 불편함 고전 클래식이 나음	12
친절한 상담 감사합니다  	1
상담원 전화 안내가 가장 빠른데 계속 보이는 ars로 안내하는 게 불편합니다	12
Review	Label
코로나 19때문에 힘들어하는데 조금 정확한 설명 필요함	1
LG  상당히 친절하고 공감하고 상냥하고 도와주려 성의를 보임	21
무이자 할부 자주 많이 주셔서 감사합니다	4
보이는 화면이 매우 불편해서 3번째에 연결 제대로 됨 	12
친절하게 상담해 주셨어 감사합니다	1
그냥 바로 상담사로 연결되면 좋을 것 같아요 상담사 연결하려고 20분 동안 헤맸어요	12
고객중심의 상담이 되었으면 합니다	1
전화연결이 어려울 때가 가끔 있어요 그래도 타사 카드보다는 연결이 잘 돼요	2
무이자 사용 혜택을 기대합니다   	4
1  상담원과의 대화까지 소요되는 시간이 길어서 힘들었음 2   삼성카드사의 직원과 면대 면하여 질문 답변이 되길 수 있으면 좋겠습니다 	2
상담을 하려면 좀 많이 기다려야 상담사분이 나오셔서 그게 좀 불편하네요	2
롯데카드 상담사님은 같은 질문에도 성의 있게 답변해주시고 친절히 설명을 잘해주셔서 삼성과 롯데 둘 중 카드 하나면 쓰라면 롯데만 쓰고 싶네요	21
친절한 상담 감사드립니다 	1
바쁘신 시간대에 친절하게 상담해주셔서 감사드립니다	1
친절하게 상담 감사합니다 	1
친절하게 상담해 주셔서 감사합니다	1
화면 터치로 넘어가는 게 너무 불편함	12
친절하다는 느낌은 받지 못했음	1
친절하셔서 그저 감사합니다	1
2004년 SM 차를 구입하면서 삼성 캐피털에서 용자를 받았다  삼성 캐피털의 전화를 알아보는데 어려움이 있었다  르노 캐피털을 통해 삼성카드사로 합병되었다는 사실을 인지하는데 2시간이나 걸렸다 근저당설정 요건이 소멸되면 왜 본사에서는 해지를 하지 않을까  이 업무를 소비자의 몫으로 남겨 놓는다는 것은 이해가 안 된다  핸드폰 전화번호를 입력하라는데 16년 전 번호를 그대로 쓰는 사람이 얼마나 있을까 판매 시 서비스를 종료까지 해주길 바란다 	5
연회비가 비싸다	9
상당 직원 연결이 잘 안됨	2
친절하게 해줘 감사합니다	1
친절상담 감사합니다 	1
5번 질문에 불만은 없고 ARS 연결 시 보이는 것이 불편함	12
친절하게 상담해주셔서 감사합니다  	1
친절하게 상담해주신 안내자에게 감사합니다	1
어느 카드사보다 빨라서 좋아요 그냥 굿	20
한마디로 짜증 제대로 다시는 삼성 렌트 안 씁니다  여기도 담당 아니다 저기도 담당 아니다 정말 어디도 연락이 안 됨	13
친절하다는 느낌을 받기 힘들 정도의 말투라서 상담 후 별로 기분이 좋지 않음	1
상담원과 통화한  대기시간이 너무 길어요	2
역시 삼성 감사합니다	21
1  통화연결 후 자동음성으로 화면 터치 요구 시 폰의 화면이 삼성 터치 화면으로의 전환이 안되거나 수차례 시도 후 가능 2  가족카드 관련 문의였으나 삼성 터치 화면엔 메뉴가 얹었음	12
친절하지 못하다 말투가 딱딱해서 쉽게 물어보기 힘들다	1
친절하세요  감사합니다	1
친절하게 상담해주어서 감사합니다	1
5번 항 답변 내용 없음	1
친절 감사합니다	1
기다리는 시간 없이 상담원과 연결되었으면 합니다	2
빠른 시간 내에 상담원 연결을  했으면 좋겠습니다	2
친절하게 상담해주셔서 감사드립니다  	1
친절한 상담 감사합니다   	1
친절  감사	1
상담사 연결까지 시간이 많이 걸리네요	2
친절하게 잘해주셨습니다  감사합니다	1
상담직원 연결되기 전까지 너무 많은 안내 멘트	12
문자를 보낸 내용에 출생연도 끝자리를 요일별로 처리한다는 내용을 추가해 주시면 좋을 것 같습니다 그래서 본인은 오늘 전화로 신청을 했다가 해당 요일이 아니라 신청을 못했습니다	11
친절하게 잘 상담해주셔서 감사합니다 	1
디지털 상담 안내시간을 기다리기 싫다 바로 누르는 ars 서비스로 가고 싶다	12
친절한 상담 감사합니다   	1
응대가 정확하지 않다 항상 몇 번 재차 물어야 힌	1
무이자 할부 혜택이 너무 부족하다고 생각합니다	4
친절하고 배려해주는 느낌이었는데 방금 상담사 분운 아니네요	1
너무 친절하셔서 감사합니다	1
기본 제공되는 카드 이용한 도 안내를 중단해주세요	12
현대카드 친절하더라고요	21
친절하여 감사합니다	1
디지털 ARS 화면에서 상담원과 직접 통화 선택하기가 쉽지 않음	12
스마트폰으로 상담하기가 너무 어려워요 보이는 ARS   음성 ARS 등   	12
상담원 전화연결이 될 때까지 대기시간이 많이 길다	2
광고 제발 놉	16
정확하게 설명이 필요하고 상담원 연결이 잘 안된다	1
곧바로 상담사 염결	2
골드회원 전용 전화 상담원 비치되어 있 으면 좋겠어요	2
상담원 통화 화면이  크게 나왔으면 좋겠음	12
형식적인 답변 말고  상담자가 묻고자 하는 내용을 친절하게 잘 알려주십시오	1
보이는 화면을 통해 화면을 누를 때  다소 헷갈려요 글씨가 너무 많고 작아서 더 간결하면 좋을 것 같아요	12
39살인 제가 디지털 카톡 연결되는 상담이 사실 불편하고 이게 뭐지  이 말이 먼저 나오네요 기존 방법으로 상담할 수 있게끔 해주세요	12
고객이 기다리지 않게 안내 직원 확대 부탁합니다  	2
친절하시네요  감사합니다 	1
친절한 상담 감사드립니다   	1
통화까지 거치는데 가 많다	12
상담 한번 받으려면 보통 5분 이상 대기해야 실질 상담은 2분 미만인데	2
다급했는데 친절한 상담 감사합니다 	1
Sk텔레콤 고객센터 친절하기도 하지만 내가 궁금한 것들도 궁금하지 아니한 것들도 궁금하게 만들게끔 하는 설명도 매우 만족스럽습니다	21
친절  감사합니다 	1
고객 응대를 신속하게 하라	1
보이는 ARS 서비스를 원하지 않는데 자동으로 화면이 전환되어 불편합니다	12
글쎄요 sk  telecom도 많이 친절함	21
친절하게  상담해주셨어 감사했습니다	1
친절하셨어요 감사합니다	1
친절하게  상담해주셔서  감사합니다	1
연회비가 부담된다	9
통화대기 시간 지체	2
친절하셔서 감사했습니다	1
예컨대 SK Telecom의 상담직원들 응대 태도 처리 방식 등 직접 체험하여 좋은 점을 그대로 좀 배워 실행  Surprise 하게 해주시기 바랍니다	21
친절한 상담 감사합니다  	1
친절하게 해주셨어 감사합니다	1
더 친절했으면 좋겠습니다	1
연회비가 너무 부담돼요	9
보이는 상담은 원하는 내용 찾기 힘든 경우가 많은	12
보이는 것보다 상담이 더 편해요	12
친절 상담 감사합니다   	1
타사 카드 상담원님 친절함에 놀랐습니다 	21
국민카드는 혜택사항을 매달 알려주고 빠르게 처리해줘서 항상 감사하게 쓰고 있습니다	21
오늘 통화한 114고객센터 직원분인데 긴 질문에도 너무 상냥하고 친절하고 말투 속에 스마일을 하고 응대하는 모습을 느꼈습니다 끝까지 기분 좋게 통화하고 나의 기분까지 좋게 만들어주는 것 같아 행복감도 느꼈습니다 	21
친절상담  감사	1
고객의 질문을 잘 이해했으면 좋겠다	1
오늘같이 상담원 연결이 원활히 되어 좋았습니다 	2
친절하셔서 감사합니다	1
무이자 할부를 좀 더 많이 해주면 감사하겠습니다	4
하나카드 상담사 간결하고 친절하게 필요한 것만 구체적으로 설명해주어 이해하기 쉬웠음 	21
친절하게 상담해주셔서 감사합니다   	1
형식적인 답변 대신 실질적인 빠른 업무처리를 기대합니다 	1
고객이 필요한 것을 정확하게 알아듣기 쉽게 설명 부탁드립니다	1
상담사와의   통화 대기시간의 지연	2
4번 5번 질문 해당사항 없는데요	1
타 회사에 불편 접수를 했는데 상담분이 엄청 미안해하시고 신속하게 처리 도와줘서 감동받음 친절하게 대응해주고 건강도 염려해주는 멘트가 두고두고 기억되네요	21
친절해서 좋았어요 감사합니다   	1
